"scenario","year","trials","biomass","species"
"Status quo",2050,"./mc_output_trial0204",0.02474694,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0204",0.03318215,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0204",0.03164142,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0204",0.01939435,"Sea birds"
"Status quo",2050,"./mc_output_trial0204",0.08780771,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0204",0.06948941,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0204",0.07731268,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0204",0.04559396,"Turtles"
"Status quo",2050,"./mc_output_trial0204",0.3074937,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0204",0.1966895,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0204",0.3264543,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0204",0.1063101,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0204",3.95422,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0204",1.706246,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0204",2.094674,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0204",1.084364,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0204",16.82794,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0204",16.16954,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0204",25.47774,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0204",16.52756,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0204",27.02978,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0204",24.06039,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0204",28.02495,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0204",19.16906,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0204",0.6954966,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0204",0.6313415,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0204",0.6152582,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0204",0.4462586,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0204",0.244461,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0204",0.2558222,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0204",0.3047449,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0204",0.300676,"Zooplankton"
"Status quo",2050,"./mc_output_trial0204",0.1191274,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0204",0.1133399,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0204",0.1058024,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0204",0.09920729,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0204",216.3218,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0204",227.3346,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0204",199.9637,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0204",178.7254,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0204",845.0581,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0204",784.8692,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0204",745.5056,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0204",778.563,"Other algal turf"
"Status quo",2050,"./mc_output_trial0205",0.01657307,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0205",0.0317966,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0205",0.03340385,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0205",0.04674631,"Sea birds"
"Status quo",2050,"./mc_output_trial0205",0.08573756,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0205",0.08446634,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0205",0.0584667,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0205",0.05842182,"Turtles"
"Status quo",2050,"./mc_output_trial0205",0.2951181,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0205",0.3445251,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0205",0.1043796,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0205",0.05499006,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0205",4.817462,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0205",3.903585,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0205",1.151134,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0205",0.6205337,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0205",14.92754,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0205",15.39696,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0205",12.9072,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0205",12.91168,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0205",28.02081,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0205",26.27584,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0205",19.00245,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0205",20.11575,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0205",0.7572919,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0205",0.5545343,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0205",0.525885,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0205",0.4559111,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0205",0.3023581,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0205",0.2147438,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0205",0.2690198,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0205",0.2938082,"Zooplankton"
"Status quo",2050,"./mc_output_trial0205",0.1163129,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0205",0.1183608,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0205",0.1151165,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0205",0.1117331,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0205",214.2803,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0205",221.785,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0205",204.6475,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0205",202.2247,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0205",811.2222,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0205",768.4297,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0205",776.8865,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0205",803.7788,"Other algal turf"
"Status quo",2050,"./mc_output_trial0206",0.03536229,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0206",0.03343926,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0206",0.0408815,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0206",0.03565049,"Sea birds"
"Status quo",2050,"./mc_output_trial0206",0.0851823,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0206",0.07063001,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0206",0.0552285,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0206",0.05981413,"Turtles"
"Status quo",2050,"./mc_output_trial0206",0.2104451,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0206",0.239549,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0206",0.1101466,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0206",0.1365656,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0206",5.017577,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0206",0.7967328,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0206",1.747044,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0206",1.982483,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0206",17.93463,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0206",17.49587,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0206",12.5808,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0206",18.5362,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0206",26.96692,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0206",29.96683,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0206",17.33449,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0206",22.35803,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0206",0.7451999,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0206",0.6006109,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0206",0.594916,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0206",0.4565856,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0206",0.1979442,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0206",0.2989041,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0206",0.3110497,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0206",0.2629088,"Zooplankton"
"Status quo",2050,"./mc_output_trial0206",0.1188171,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0206",0.1140842,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0206",0.1005459,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0206",0.1075387,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0206",200.5164,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0206",213.7733,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0206",188.3458,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0206",189.5079,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0206",776.8449,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0206",771.2791,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0206",795.7487,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0206",812.1058,"Other algal turf"
"Status quo",2050,"./mc_output_trial0207",0.02941936,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0207",0.03958243,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0207",0.01882266,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0207",0.0287712,"Sea birds"
"Status quo",2050,"./mc_output_trial0207",0.08631603,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0207",0.06903337,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0207",0.05383916,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0207",0.06080801,"Turtles"
"Status quo",2050,"./mc_output_trial0207",0.1896812,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0207",0.2236119,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0207",0.09851483,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0207",0.1479735,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0207",4.982347,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0207",1.749207,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0207",1.76561,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0207",1.399302,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0207",14.87859,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0207",16.83172,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0207",22.48356,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0207",21.12893,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0207",30.01081,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0207",25.75293,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0207",22.87369,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0207",26.50452,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0207",0.6461098,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0207",0.591782,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0207",0.639634,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0207",0.4230864,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0207",0.2225497,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0207",0.2237797,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0207",0.3070346,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0207",0.350216,"Zooplankton"
"Status quo",2050,"./mc_output_trial0207",0.118445,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0207",0.1181003,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0207",0.1080353,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0207",0.105952,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0207",204.7911,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0207",208.3053,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0207",194.5878,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0207",197.8664,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0207",840.6406,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0207",788.6747,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0207",787.9145,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0207",750.7975,"Other algal turf"
"Status quo",2050,"./mc_output_trial0208",0.01706387,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0208",0.03741607,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0208",0.03160425,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0208",0.03459635,"Sea birds"
"Status quo",2050,"./mc_output_trial0208",0.07791424,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0208",0.06402895,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0208",0.06458517,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0208",0.04804657,"Turtles"
"Status quo",2050,"./mc_output_trial0208",0.2080175,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0208",0.1345802,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0208",0.140725,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0208",0.1658276,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0208",4.737839,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0208",0.8171382,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0208",2.307206,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0208",1.12339,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0208",18.51158,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0208",13.33744,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0208",14.47735,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0208",16.51481,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0208",32.42846,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0208",18.77283,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0208",18.9749,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0208",20.29774,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0208",0.7282357,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0208",0.6832569,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0208",0.5891385,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0208",0.409278,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0208",0.2522291,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0208",0.2833414,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0208",0.2857085,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0208",0.3123503,"Zooplankton"
"Status quo",2050,"./mc_output_trial0208",0.1246744,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0208",0.1190415,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0208",0.1221926,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0208",0.1100363,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0208",211.6221,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0208",200.7264,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0208",215.83,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0208",199.6278,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0208",770.1295,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0208",786.4495,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0208",819.6447,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0208",722.4148,"Other algal turf"
"Status quo",2050,"./mc_output_trial0209",0.03715248,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0209",0.04180231,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0209",0.03815213,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0209",0.01900087,"Sea birds"
"Status quo",2050,"./mc_output_trial0209",0.08090408,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0209",0.08099448,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0209",0.05329411,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0209",0.06536672,"Turtles"
"Status quo",2050,"./mc_output_trial0209",0.3641891,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0209",0.2542051,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0209",0.261279,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0209",0.1376773,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0209",2.557547,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0209",3.683876,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0209",1.816615,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0209",1.496721,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0209",14.88272,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0209",20.75312,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0209",14.34215,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0209",15.56117,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0209",25.54273,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0209",26.17227,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0209",26.41213,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0209",22.49472,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0209",0.7569056,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0209",0.6995196,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0209",0.5985793,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0209",0.459451,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0209",0.2618645,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0209",0.1889679,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0209",0.3105765,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0209",0.2713527,"Zooplankton"
"Status quo",2050,"./mc_output_trial0209",0.1213081,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0209",0.1179826,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0209",0.1040799,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0209",0.1096775,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0209",199.5117,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0209",206.4966,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0209",195.5739,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0209",206.6101,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0209",818.8653,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0209",804.8983,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0209",807.0339,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0209",836.9675,"Other algal turf"
"Status quo",2050,"./mc_output_trial0210",0.01892878,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0210",0.04694621,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0210",0.0362422,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0210",0.02463429,"Sea birds"
"Status quo",2050,"./mc_output_trial0210",0.07683425,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0210",0.07041141,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0210",0.05366126,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0210",0.05556751,"Turtles"
"Status quo",2050,"./mc_output_trial0210",0.2244282,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0210",0.3610094,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0210",0.1012594,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0210",0.2200854,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0210",5.19261,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0210",1.305712,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0210",3.504908,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0210",1.538493,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0210",16.53435,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0210",15.48624,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0210",13.62034,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0210",17.7713,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0210",24.25912,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0210",22.84538,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0210",21.32418,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0210",22.09924,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0210",0.7019091,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0210",0.6010118,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0210",0.58212,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0210",0.4073155,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0210",0.1826035,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0210",0.265753,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0210",0.2785234,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0210",0.3083824,"Zooplankton"
"Status quo",2050,"./mc_output_trial0210",0.1252327,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0210",0.1266503,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0210",0.1051283,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0210",0.1019898,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0210",206.7617,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0210",192.2692,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0210",204.0494,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0210",200.4135,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0210",746.3911,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0210",833.5088,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0210",788.1528,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0210",840.8433,"Other algal turf"
"Status quo",2050,"./mc_output_trial0211",0.01898715,"Sea birds"
