"scenario","year","trials","biomass","species"
"RCP 8.5",2050,"./mc_output_trial0008",186.5133,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0008",769.7403,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0008",788.3268,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0008",764.2527,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0008",717.9382,"Other algal turf"
"Status quo",2050,"./mc_output_trial0009",0.02251465,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0009",0.03276672,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0009",0.02833333,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0009",0.03136311,"Sea birds"
"Status quo",2050,"./mc_output_trial0009",0.07460234,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0009",0.07767388,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0009",0.06220749,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0009",0.06507459,"Turtles"
"Status quo",2050,"./mc_output_trial0009",0.1508509,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0009",0.2275528,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0009",0.163333,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0009",0.09045386,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0009",3.841401,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0009",2.797175,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0009",0.7389283,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0009",2.314216,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0009",16.0848,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0009",19.93194,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0009",12.46138,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0009",15.12482,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0009",31.05723,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0009",26.42178,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0009",18.24949,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0009",22.95552,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0009",0.7464676,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0009",0.7341172,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0009",0.5139009,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0009",0.3829596,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0009",0.2629746,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0009",0.2173054,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0009",0.2807648,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0009",0.2594352,"Zooplankton"
"Status quo",2050,"./mc_output_trial0009",0.1161733,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0009",0.117459,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0009",0.1139344,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0009",0.1114127,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0009",208.7096,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0009",201.7569,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0009",194.0986,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0009",181.8732,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0009",768.6787,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0009",799.869,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0009",796.9724,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0009",754.7679,"Other algal turf"
"Status quo",2050,"./mc_output_trial0010",0.02727839,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0010",0.02680913,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0010",0.04211083,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0010",0.02310346,"Sea birds"
"Status quo",2050,"./mc_output_trial0010",0.07525915,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0010",0.06751683,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0010",0.06771793,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0010",0.05364113,"Turtles"
"Status quo",2050,"./mc_output_trial0010",0.2117245,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0010",0.2077856,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0010",0.2925829,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0010",0.1654433,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0010",5.202062,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0010",2.545316,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0010",2.314109,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0010",0.8429196,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0010",18.82228,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0010",15.58437,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0010",19.20399,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0010",14.55678,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0010",22.28289,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0010",21.04097,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0010",27.25561,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0010",20.8711,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0010",0.6388806,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0010",0.6610377,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0010",0.5792509,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0010",0.5479628,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0010",0.2152032,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0010",0.2407076,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0010",0.2620608,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0010",0.2614025,"Zooplankton"
"Status quo",2050,"./mc_output_trial0010",0.1300304,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0010",0.1110448,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0010",0.1139454,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0010",0.1015925,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0010",204.4897,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0010",202.2956,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0010",201.6593,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0010",192.2398,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0010",815.7792,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0010",736.3038,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0010",791.8532,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0010",748.9282,"Other algal turf"
"Status quo",2050,"./mc_output_trial0011",0.03067476,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0011",0.01800931,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0011",0.01875951,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0011",0.0343487,"Sea birds"
"Status quo",2050,"./mc_output_trial0011",0.09085301,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0011",0.06741899,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0011",0.06031976,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0011",0.06207314,"Turtles"
"Status quo",2050,"./mc_output_trial0011",0.2196638,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0011",0.2958295,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0011",0.2028975,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0011",0.2725181,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0011",3.268449,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0011",2.901263,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0011",1.447967,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0011",2.534362,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0011",16.55594,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0011",17.56743,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0011",18.06338,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0011",21.01155,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0011",22.58597,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0011",25.96273,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0011",25.82339,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0011",17.65791,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0011",0.7214838,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0011",0.6017762,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0011",0.5139441,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0011",0.5050331,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0011",0.2253448,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0011",0.278745,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0011",0.2780666,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0011",0.253651,"Zooplankton"
"Status quo",2050,"./mc_output_trial0011",0.1231326,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0011",0.117865,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0011",0.1096797,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0011",0.1070217,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0011",208.3711,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0011",197.8242,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0011",185.6051,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0011",191.9029,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0011",793.9604,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0011",752.6929,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0011",753.8149,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0011",804.0004,"Other algal turf"
"Status quo",2050,"./mc_output_trial0012",0.03383288,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0012",0.02061119,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0012",0.02794286,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0012",0.02964813,"Sea birds"
"Status quo",2050,"./mc_output_trial0012",0.08329776,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0012",0.07607174,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0012",0.06502952,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0012",0.05517737,"Turtles"
"Status quo",2050,"./mc_output_trial0012",0.1680641,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0012",0.1760286,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0012",0.1756619,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0012",0.2476652,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0012",5.015086,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0012",1.283663,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0012",2.164977,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0012",1.874624,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0012",23.5363,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0012",19.21263,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0012",12.83988,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0012",22.89641,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0012",29.03023,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0012",19.17798,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0012",21.7703,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0012",24.5212,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0012",0.7712917,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0012",0.7505814,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0012",0.6553771,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0012",0.4007075,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0012",0.1929242,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0012",0.2351743,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0012",0.2764561,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0012",0.2964754,"Zooplankton"
"Status quo",2050,"./mc_output_trial0012",0.125598,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0012",0.1315549,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0012",0.1213757,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0012",0.1082875,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0012",210.9014,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0012",211.0751,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0012",216.853,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0012",199.0584,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0012",849.1876,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0012",833.8838,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0012",783.9431,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0012",790.1612,"Other algal turf"
"Status quo",2050,"./mc_output_trial0013",0.02454547,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0013",0.01849015,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0013",0.03018316,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0013",0.02693416,"Sea birds"
"Status quo",2050,"./mc_output_trial0013",0.08280935,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0013",0.07496601,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0013",0.06166391,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0013",0.06503409,"Turtles"
"Status quo",2050,"./mc_output_trial0013",0.2610055,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0013",0.2140878,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0013",0.177302,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0013",0.1262025,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0013",3.79966,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0013",3.292681,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0013",1.637227,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0013",2.340459,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0013",13.88229,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0013",15.02562,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0013",14.58347,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0013",14.2061,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0013",19.16143,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0013",24.02555,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0013",19.70594,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0013",24.93204,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0013",0.6784823,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0013",0.6429052,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0013",0.4610831,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0013",0.4725451,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0013",0.2060139,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0013",0.2376562,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0013",0.270395,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0013",0.3201073,"Zooplankton"
"Status quo",2050,"./mc_output_trial0013",0.1151708,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0013",0.1139174,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0013",0.1076387,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0013",0.1051853,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0013",231.8093,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0013",202.6398,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0013",200.4722,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0013",208.901,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0013",795.5084,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0013",821.2332,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0013",793.8216,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0013",804.9319,"Other algal turf"
"Status quo",2050,"./mc_output_trial0014",0.04223163,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0014",0.04022177,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0014",0.0256075,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0014",0.02492149,"Sea birds"
"Status quo",2050,"./mc_output_trial0014",0.07945128,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0014",0.06614103,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0014",0.05788156,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0014",0.0643262,"Turtles"
"Status quo",2050,"./mc_output_trial0014",0.1764158,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0014",0.2474107,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0014",0.1626684,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0014",0.1107432,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0014",3.837065,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0014",3.838778,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0014",2.723273,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0014",1.883322,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0014",13.22274,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0014",17.28615,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0014",16.63805,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0014",16.21528,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0014",23.21587,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0014",32.13103,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0014",22.30012,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0014",20.67021,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0014",0.6728736,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0014",0.7558806,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0014",0.4665852,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0014",0.4155861,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0014",0.2579483,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0014",0.2775281,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0014",0.2060492,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0014",0.3032911,"Zooplankton"
"Status quo",2050,"./mc_output_trial0014",0.1243738,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0014",0.1146711,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0014",0.1078301,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0014",0.1083562,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0014",220.9259,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0014",205.4697,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0014",203.5905,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0014",207.8769,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0014",758.3887,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0014",763.0654,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0014",745.9985,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0014",706.6707,"Other algal turf"
"Status quo",2050,"./mc_output_trial0015",0.02000614,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0015",0.02591273,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0015",0.02162585,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0015",0.0311637,"Sea birds"
"Status quo",2050,"./mc_output_trial0015",0.07790963,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0015",0.07439744,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0015",0.06156531,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0015",0.05932724,"Turtles"
"Status quo",2050,"./mc_output_trial0015",0.3053192,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0015",0.2007918,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0015",0.134107,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0015",0.1677722,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0015",2.890736,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0015",4.254573,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0015",2.12157,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0015",0.5439896,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0015",16.49411,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0015",19.19269,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0015",19.15602,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0015",18.04129,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0015",23.31528,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0015",22.81607,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0015",27.04076,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0015",28.03398,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0015",0.7304441,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0015",0.5859354,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0015",0.5659319,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0015",0.5411361,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0015",0.2327322,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0015",0.2349868,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0015",0.2189713,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0015",0.292232,"Zooplankton"
"Status quo",2050,"./mc_output_trial0015",0.1210042,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0015",0.1177722,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0015",0.1101977,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0015",0.1151606,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0015",197.195,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0015",201.2717,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0015",191.0289,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0015",208.1229,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0015",811.7709,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0015",785.3502,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0015",759.3881,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0015",755.8085,"Other algal turf"
"Status quo",2050,"./mc_output_trial0016",0.03595623,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0016",0.04277816,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0016",0.02712939,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0016",0.02914925,"Sea birds"
"Status quo",2050,"./mc_output_trial0016",0.08318735,"Turtles"
